xls,site_name,proxy,doi,age,age_uncertainty_older,age_uncertainty_younger,co2,co2_uncertainty_higher,co2_uncertainty_lower,,modern_latitude,modern_longitude
boron_isotopes_hoenisch_2009.xlsx,ODP 668,Boron Proxies,10.1126/science.1171477,1979.3,,,286.35,23.47,23.47,,12.74,-78.74
boron_isotopes_hoenisch_2009.xlsx,ODP 668,Boron Proxies,10.1126/science.1171477,2019.73,,,279.98,22.76,22.76,,12.74,-78.74
boron_isotopes_hoenisch_2009.xlsx,ODP 668,Boron Proxies,10.1126/science.1171477,2048.19,,,238.23,18.87,18.87,,12.74,-78.74
boron_isotopes_hoenisch_2005.xlsx,ODP 668,Boron Proxies,10.1016/j.epsl.2005.04.027,3.83,,,281.5,22.96,22.96,,12.74,-78.74
boron_isotopes_hoenisch_2005.xlsx,ODP 668,Boron Proxies,10.1016/j.epsl.2005.04.027,11.01,,,255.2,20.17,20.17,,12.74,-78.74
boron_isotopes_hoenisch_2005.xlsx,ODP 668,Boron Proxies,10.1016/j.epsl.2005.04.027,22.72,,,185.2,13.82,13.82,,12.74,-78.74
boron_isotopes_hoenisch_2005.xlsx,ODP 668,Boron Proxies,10.1016/j.epsl.2005.04.027,49.41,,,222.5,16.9,16.9,,12.74,-78.74
boron_isotopes_hoenisch_2005.xlsx,ODP 668,Boron Proxies,10.1016/j.epsl.2005.04.027,68.11,,,251.9,19.48,19.48,,12.74,-78.74
boron_isotopes_hoenisch_2005.xlsx,ODP 668,Boron Proxies,10.1016/j.epsl.2005.04.027,109.16,,,277.1,21.59,21.59,,12.74,-78.74
boron_isotopes_hoenisch_2005.xlsx,ODP 668,Boron Proxies,10.1016/j.epsl.2005.04.027,128.4,,,330.1,26.73,26.73,,12.74,-78.74
boron_isotopes_hoenisch_2005.xlsx,ODP 668,Boron Proxies,10.1016/j.epsl.2005.04.027,131.32,,,290,22.82,22.82,,12.74,-78.74
boron_isotopes_hoenisch_2005.xlsx,ODP 668,Boron Proxies,10.1016/j.epsl.2005.04.027,136.63,,,203.4,14.86,14.86,,12.74,-78.74
boron_isotopes_hoenisch_2005.xlsx,ODP 668,Boron Proxies,10.1016/j.epsl.2005.04.027,137.69,,,189,13.21,13.21,,12.74,-78.74
boron_isotopes_hoenisch_2005.xlsx,ODP 668,Boron Proxies,10.1016/j.epsl.2005.04.027,317.44,,,314.1,24.58,24.58,,12.74,-78.74
boron_isotopes_hoenisch_2005.xlsx,ODP 668,Boron Proxies,10.1016/j.epsl.2005.04.027,362.43,,,214.8,15.57,15.57,,12.74,-78.74
boron_isotopes_hoenisch_2005.xlsx,ODP 668,Boron Proxies,10.1016/j.epsl.2005.04.027,370.03,,,229.2,16.72,16.72,,12.74,-78.74
boron_isotopes_hoenisch_2005.xlsx,ODP 668,Boron Proxies,10.1016/j.epsl.2005.04.027,383.73,,,259.5,19.38,19.38,,12.74,-78.74
boron_isotopes_hoenisch_2005.xlsx,ODP 668,Boron Proxies,10.1016/j.epsl.2005.04.027,414.08,,,317.7,24.9,24.9,,12.74,-78.74
boron_isotopes_hoenisch_2005.xlsx,ODP 668,Boron Proxies,10.1016/j.epsl.2005.04.027,421.57,,,292.7,22.2,22.2,,12.74,-78.74
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,3.92,0.04,0.04,282.07,29,29,,12.74,-78.74
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,4.63,0.04,0.04,265.16,29,29,,12.74,-78.74
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,5.03,0.04,0.04,283.46,29,29,,12.74,-78.74
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,7.82,0.04,0.04,263.84,29,29,,12.74,-78.74
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,7.82,0.04,0.04,276.08,29,29,,12.74,-78.74
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,9.49,0.04,0.04,279.05,29,29,,12.74,-78.74
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,10.32,0.04,0.04,253.72,29,29,,12.74,-78.74
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,11.65,0.04,0.04,272.18,29,29,,12.74,-78.74
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,14.01,0.04,0.04,250.78,29,29,,12.74,-78.74
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,15.07,0.04,0.04,249.49,29,29,,12.74,-78.74
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,15.07,0.04,0.04,236.58,29,29,,12.74,-78.74
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,17.26,0.04,0.04,240.35,29,29,,,
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,19.19,0.04,0.04,175.9,29,29,,,
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,21.12,0.04,0.04,218.78,29,29,,,
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,22.46,0.04,0.04,219.99,29,29,,,
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,24.79,0.04,0.04,195.21,29,29,,,
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,26.28,0.04,0.04,184.8,29,29,,,
boron_isotopes_henehan_2013.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2012.12.029,26.28,0.04,0.04,179.7,29,29,,,
boron_isotopes_henehan_2013.xlsx,GeoB1523,Boron Proxies,10.1016/j.epsl.2012.12.029,3.1,,,259.37,29,29,,,
boron_isotopes_henehan_2013.xlsx,GeoB1523,Boron Proxies,10.1016/j.epsl.2012.12.029,5.98,,,263.8,29,29,,,
boron_isotopes_henehan_2013.xlsx,GeoB1523,Boron Proxies,10.1016/j.epsl.2012.12.029,8.52,,,240.18,29,29,,12.744,-78.7393
boron_isotopes_henehan_2013.xlsx,GeoB1523,Boron Proxies,10.1016/j.epsl.2012.12.029,10.54,,,262.31,29,29,,12.744,-78.7393
boron_isotopes_henehan_2013.xlsx,GeoB1523,Boron Proxies,10.1016/j.epsl.2012.12.029,12.55,,,206.34,29,29,,12.744,-78.7393
boron_isotopes_henehan_2013.xlsx,GeoB1523,Boron Proxies,10.1016/j.epsl.2012.12.029,14.57,,,220,29,29,,12.744,-78.7393
boron_isotopes_henehan_2013.xlsx,GeoB1523,Boron Proxies,10.1016/j.epsl.2012.12.029,16.59,,,193.91,29,29,,12.744,-78.7393
boron_isotopes_henehan_2013.xlsx,GeoB1523,Boron Proxies,10.1016/j.epsl.2012.12.029,18.16,,,194.11,29,29,,12.744,-78.7393
boron_isotopes_henehan_2013.xlsx,GeoB1523,Boron Proxies,10.1016/j.epsl.2012.12.029,19.06,,,209.4,29,29,,12.744,-78.7393
boron_isotopes_henehan_2013.xlsx,GeoB1523,Boron Proxies,10.1016/j.epsl.2012.12.029,20.86,,,216.74,29,29,,12.744,-78.7393
boron_isotopes_henehan_2013.xlsx,GeoB1523,Boron Proxies,10.1016/j.epsl.2012.12.029,23.86,,,225.22,29,29,,12.744,-78.7393
boron_isotopes_henehan_2013.xlsx,GeoB1523,Boron Proxies,10.1016/j.epsl.2012.12.029,27.37,,,208.16,29,29,,12.744,-78.7393
boron_isotopes_henehan_2013.xlsx,GeoB1523,Boron Proxies,10.1016/j.epsl.2012.12.029,30.88,,,253.37,29,29,,12.744,-78.7393
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,1975.13,6,6,201.6,45.66,51.92,,12.744,-78.7393
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2026.54,6,6,244.7,51.46,59.36,,12.744,-78.7393
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2078.09,6,6,228.7,49.27,56.56,,12.744,-78.7393
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2161.01,6,6,204.2,46,52.36,,12.744,-78.7393
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2166.04,6,6,365.6,69.06,81.48,,12.744,-78.7393
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2201.94,6,6,368.8,69.54,82.08,,12.744,-78.7393
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2304.67,6,6,220.6,48.18,55.16,,12.744,-78.7393
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2502.94,6,6,350.4,66.78,78.63,,12.744,-78.7393
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2558.58,6,6,292.7,58.27,67.97,,12.744,-78.7393
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2600.86,6,6,185.6,43.61,49.25,,-8.85621,39.46091
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2685.47,6,6,176.5,42.47,47.77,,-8.91771,39.50365
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2702.22,6,6,340.5,65.3,76.79,,-8.91771,39.50365
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2705.51,6,6,297,58.89,68.76,,-9.90225,39.70458
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2708.11,6,6,221.3,48.27,55.28,,-9.26524,39.5339
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2710.46,6,6,316.8,61.79,72.39,,-8.85621,39.46091
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2751.56,6,6,282.7,56.83,66.16,,-8.91771,39.50365
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2772.86,6,6,386.5,72.23,85.42,,-8.91771,39.50365
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2778.72,6,6,401.3,74.48,88.22,,-9.90225,39.70458
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2781.41,6,6,298.8,59.15,69.09,,-9.26524,39.5339
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2795.49,6,6,297.4,58.95,68.83,,-9.18639,39.55111
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,2918.77,6,6,224.1,48.65,55.76,,-9.18639,39.55111
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3000.57,6,6,336.8,64.74,76.1,,-9.18639,39.55111
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3073.92,6,6,247.5,51.85,59.85,,-9.21528,39.54833
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3081.38,6,6,393.6,73.31,86.76,,-9.18639,39.55111
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3104.91,6,6,231.9,49.71,57.11,,-9.21528,39.54833
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3155.92,6,6,215.7,47.52,54.31,,-9.21528,39.54833
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3218.57,6,6,224.9,48.76,55.9,,-9.21528,39.54833
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3239.16,6,6,313.4,61.29,71.77,,-9.21528,39.54833
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3259.14,6,6,234.5,50.06,57.57,,39.38,-104.85
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3321.59,6,6,256.6,53.12,61.47,,39.38,-104.85
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3403.24,6,6,237.8,50.51,58.15,,39.38,-104.85
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3406.73,6,6,233.5,49.92,57.39,,-30.2,-35.2
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3471.47,6,6,274.6,55.67,64.69,,-30.2,-35.2
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3542.53,6,6,312.3,61.12,71.56,,-30.2,-35.2
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3590.77,6,6,265.2,54.33,63,,-30.2,-35.2
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3716.06,6,6,292.8,58.28,67.99,,-30.2,-35.2
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3792.18,6,6,270.5,55.08,63.96,,-30.2,-35.2
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3870.13,6,6,390.9,72.9,86.25,,-30.2,-35.2
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,3961.07,6,6,277.5,56.08,65.22,,-30.2,-35.2
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,4036.18,6,6,317.4,61.87,72.5,,-30.2,-35.2
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,4117.13,6,6,376.7,70.74,83.57,,-30.2,-35.2
boron_isotopes_bartoli_2011.xlsx,ODP 999,Boron Proxies,10.1029/2010PA002055,4580.3,6,6,407.7,75.46,89.44,,-30.2,-35.2
boron_isotopes_foster_2012.xlsx,761,Boron Proxies,10.1016/j.epsl.2012.06.007,12280,,,190,36,36,,-30.2,-35.2
boron_isotopes_foster_2012.xlsx,761,Boron Proxies,10.1016/j.epsl.2012.06.007,12720,,,223,42,41,,-30.2,-35.2
boron_isotopes_foster_2012.xlsx,761,Boron Proxies,10.1016/j.epsl.2012.06.007,13250,,,244,47,46,,-30.2,-35.2
boron_isotopes_foster_2012.xlsx,761,Boron Proxies,10.1016/j.epsl.2012.06.007,13480,,,243,47,46,,-30.2,-35.2
boron_isotopes_foster_2012.xlsx,761,Boron Proxies,10.1016/j.epsl.2012.06.007,13720,,,240,46,45,,-30.2,-35.2
boron_isotopes_foster_2012.xlsx,761,Boron Proxies,10.1016/j.epsl.2012.06.007,13830,,,257,50,49,,-30.2,-35.2
boron_isotopes_foster_2012.xlsx,761,Boron Proxies,10.1016/j.epsl.2012.06.007,14170,,,268,54,52,,38.8,-72.8
boron_isotopes_foster_2012.xlsx,761,Boron Proxies,10.1016/j.epsl.2012.06.007,14310,,,272,52,51,,38.8,-72.8
boron_isotopes_foster_2012.xlsx,761,Boron Proxies,10.1016/j.epsl.2012.06.007,14800,,,374,82,76,,38.8,-72.8
boron_isotopes_foster_2012.xlsx,761,Boron Proxies,10.1016/j.epsl.2012.06.007,15040,,,332,75,69,,38.8,-72.8
boron_isotopes_foster_2012.xlsx,761,Boron Proxies,10.1016/j.epsl.2012.06.007,15560,,,298,59,57,,38.8,-72.8
boron_isotopes_foster_2012.xlsx,761,Boron Proxies,10.1016/j.epsl.2012.06.007,15870,,,392,92,84,,38.8,-72.8
boron_isotopes_foster_2012.xlsx,761,Boron Proxies,10.1016/j.epsl.2012.06.007,16380,,,225,43,42,,38.8,-72.8
boron_isotopes_foster_2012.xlsx,926,Boron Proxies,10.1016/j.epsl.2012.06.007,11800,,,247,46,46,,38.8,-72.8
boron_isotopes_foster_2012.xlsx,926,Boron Proxies,10.1016/j.epsl.2012.06.007,13600,,,232,43,43,,38.8,-72.8
boron_isotopes_foster_2012.xlsx,926,Boron Proxies,10.1016/j.epsl.2012.06.007,14940,,,346,65,63,,38.8,-72.8
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,538.7,,,162.23,10.52,9.8,,38.8,-72.8
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,541.8,,,281.48,20.62,18.85,,-51,-46.9
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,596.3,,,162.82,10.56,9.84,,-51,-46.9
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,620.4,,,169.25,11.05,10.28,,-51,-46.9
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,757.9,,,174.84,23.08,20.05,,-51,-46.9
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,819.4,,,152.2,9.78,9.13,,-51,-46.9
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,858.8,,,168.45,10.98,10.22,,-51,-46.9
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,944.5,,,183.29,12.11,11.25,,-51,-46.9
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,1820.4,,,249.66,17.62,16.2,,-51,-46.9
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,2736,,,273.81,53.28,42.73,,-51,-46.9
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,2887.2,,,481.26,47.78,41.82,,-51,-46.9
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,3214.5,,,423.48,35.82,32.04,,-51,-46.9
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,3659.4,,,356.76,31.77,28.37,,-51,-46.9
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,3887,,,506.94,46.49,41.04,,-51,-46.9
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,4099.5,,,379.77,30.62,27.59,,-42.9,8.9
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,5185,,,432.59,57.42,48.43,,-42.9,8.9
boron_isotopes_stap_2016.xlsx,1264,Boron Proxies,10.1016/j.epsl.2016.01.022,6350,,,331.84,29.02,26,,-42.9,8.9
boron_isotopes_pearson_2000.xlsx,871,Boron Proxies,10.1038/35021000,85,25,25,341,86,57,,-42.9,8.9
boron_isotopes_pearson_2000.xlsx,871,Boron Proxies,10.1038/35021000,980,390,510,311,17,15,,6,-43.7
boron_isotopes_pearson_2000.xlsx,871,Boron Proxies,10.1038/35021000,1490,190,40,295,47,40,,6,-43.7
boron_isotopes_pearson_2000.xlsx,871,Boron Proxies,10.1038/35021000,3000,100,100,208,45,35,,6,-43.7
boron_isotopes_pearson_2000.xlsx,872,Boron Proxies,10.1038/35021000,3310,190,210,248,15,9,,6,-43.7
boron_isotopes_pearson_2000.xlsx,872,Boron Proxies,10.1038/35021000,3870,30,70,281,29,26,,6,-43.7
boron_isotopes_pearson_2000.xlsx,871,Boron Proxies,10.1038/35021000,6000,1100,200,268,9,8,,6,-43.7
boron_isotopes_pearson_2000.xlsx,871,Boron Proxies,10.1038/35021000,6200,900,400,305,46,40,,6,-43.7
boron_isotopes_pearson_2000.xlsx,872,Boron Proxies,10.1038/35021000,9020,1180,1920,212,9,8,,6,-43.7
boron_isotopes_pearson_2000.xlsx,872,Boron Proxies,10.1038/35021000,10390,10,190,236,23,21,,6,-43.7
boron_isotopes_pearson_2000.xlsx,872,Boron Proxies,10.1038/35021000,11400,100,100,226,46,39,,6,-43.7
boron_isotopes_pearson_2000.xlsx,871,Boron Proxies,10.1038/35021000,11810,790,310,260,32,22,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,871,Boron Proxies,10.1038/35021000,13060,40,460,222,46,39,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,871,Boron Proxies,10.1038/35021000,14730,170,130,137,33,25,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,871,Boron Proxies,10.1038/35021000,14960,240,60,170,12,11,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,871,Boron Proxies,10.1038/35021000,16230,70,30,303,62,56,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,872,Boron Proxies,10.1038/35021000,16700,2300,100,236,34,28,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,872,Boron Proxies,10.1038/35021000,18380,620,1780,217,6,6,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,872,Boron Proxies,10.1038/35021000,19850,1950,850,217,44,39,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,872,Boron Proxies,10.1038/35021000,21700,100,2700,226,41,37,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,872,Boron Proxies,10.1038/35021000,23000,200,200,278,15,13,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,872,Boron Proxies,10.1038/35021000,23510,190,310,435,52,43,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,865,Boron Proxies,10.1038/35021000,40120,380,20,1004,423,275,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,865,Boron Proxies,10.1038/35021000,42520,1080,2020,342,101,78,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,865,Boron Proxies,10.1038/35021000,44260,1540,660,562,70,61,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,865,Boron Proxies,10.1038/35021000,45690,110,2090,1041,569,333,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,865,Boron Proxies,10.1038/35021000,46070,30,270,2446,232,196,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,865,Boron Proxies,10.1038/35021000,46970,2030,870,471,114,97,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,865,Boron Proxies,10.1038/35021000,50330,70,1330,844,58,52,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,865,Boron Proxies,10.1038/35021000,51020,1280,220,619,214,158,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,865,Boron Proxies,10.1038/35021000,52220,80,1420,3515,1105,595,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,865,Boron Proxies,10.1038/35021000,53240,760,940,1865,775,504,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,865,Boron Proxies,10.1038/35021000,55840,60,1140,2930,1162,709,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,865,Boron Proxies,10.1038/35021000,57120,380,20,2426,1282,690,,4.2,-43.4
boron_isotopes_pearson_2000.xlsx,865,Boron Proxies,10.1038/35021000,59880,120,680,3560,1070,630,,4.2,-43.4
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,3.9,,,303.07,20,20,,4.2,-43.4
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,4.6,,,264,20,20,,4.2,-43.4
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,5,,,272,20,20,,4.2,-43.4
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,7.8,,,264,20,20,,4.2,-43.4
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,7.8,,,270,20,20,,4.2,-43.4
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,9.5,,,272,20,20,,4.2,-43.4
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,10.3,,,259,20,20,,4.2,-43.4
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,11.7,,,268,20,20,,4.2,-43.4
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,14,,,258,20,20,,-52.2,166.1
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,15.1,,,258,20,20,,-52.2,166.1
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,15.1,,,251,20,20,,-52.2,166.1
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,17.3,,,251,20,20,,-52.2,166.1
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,19.2,,,210,20,20,,42.5,
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,21.1,,,235,20,20,,47,-116.3
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,22.5,,,239,20,20,,,
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,24.8,,,223,20,20,,,
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,26.3,,,215,20,20,,,
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,26.3,,,212,20,20,,,
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,36.9,,,240,20,20,,,
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,47.1,,,235,20,20,,,
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,52.3,,,229,20,20,,,
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,61.4,,,234,20,20,,,
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,76.3,,,247,20,20,,,
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,83,,,245,20,20,,,
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,88.1,,,269,20,20,,,
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,99.6,,,271,20,20,,,
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,104.5,,,253,20,20,,,
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,114.2,,,279,20,20,,,
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,116.1,,,288,20,20,,,
boron_isotopes_foster_2008.xlsx,ODP 999,Boron Proxies,10.1016/j.epsl.2008.04.015,119.1,,,293,20,20,,,
